ID,answer
TG_A_J_20230304,2664.6136363636365
TG_A_J_20230305,0.0
TG_A_J_20230306,2666.6863636363637
TG_A_J_20230307,2667.336363636364
TG_A_J_20230308,2674.990909090909
TG_A_J_20230309,2670.3
TG_A_J_20230310,2619.318181818182
TG_A_J_20230311,2645.8
TG_A_J_20230312,0.0
TG_A_J_20230313,2642.35
TG_A_J_20230314,2643.0
TG_A_J_20230315,2669.318181818182
TG_A_J_20230316,2652.9045454545453
TG_A_J_20230317,2608.8045454545454
TG_A_J_20230318,2649.0318181818184
TG_A_J_20230319,0.0
TG_A_J_20230320,2779.5409090909093
TG_A_J_20230321,2789.1181818181817
TG_A_J_20230322,2830.7045454545455
TG_A_J_20230323,2813.0272727272727
TG_A_J_20230324,2759.3136363636363
TG_A_J_20230325,2800.181818181818
TG_A_J_20230326,0.0
TG_A_J_20230327,2775.2772727272727
TG_A_J_20230328,2813.690909090909
TG_A_J_20230329,2870.3454545454547
TG_A_J_20230330,2845.4636363636364
TG_A_J_20230331,2772.359090909091
TG_A_S_20230304,2987.1227272727274
TG_A_S_20230305,0.0
TG_A_S_20230306,2979.231818181818
TG_A_S_20230307,2932.6045454545456
TG_A_S_20230308,2992.9681818181816
TG_A_S_20230309,2971.309090909091
TG_A_S_20230310,2916.309090909091
TG_A_S_20230311,2981.45
TG_A_S_20230312,0.0
TG_A_S_20230313,2954.8954545454544
TG_A_S_20230314,2908.268181818182
TG_A_S_20230315,3003.640909090909
TG_A_S_20230316,2951.8
TG_A_S_20230317,2903.681818181818
TG_A_S_20230318,2978.0136363636366
TG_A_S_20230319,0.0
TG_A_S_20230320,3100.327272727273
TG_A_S_20230321,3062.6272727272726
TG_A_S_20230322,3129.1181818181817
TG_A_S_20230323,3122.2772727272727
TG_A_S_20230324,3064.5454545454545
TG_A_S_20230325,3139.518181818182
TG_A_S_20230326,0.0
TG_A_S_20230327,3174.5
TG_A_S_20230328,3111.4636363636364
TG_A_S_20230329,3193.0227272727275
TG_A_S_20230330,3182.422727272727
TG_A_S_20230331,3105.3
TG_B_J_20230304,2690.6545454545453
TG_B_J_20230305,0.0
TG_B_J_20230306,2692.7272727272725
TG_B_J_20230307,2690.931818181818
TG_B_J_20230308,2701.0318181818184
TG_B_J_20230309,2696.340909090909
TG_B_J_20230310,2645.359090909091
TG_B_J_20230311,2671.840909090909
TG_B_J_20230312,0.0
TG_B_J_20230313,2668.390909090909
TG_B_J_20230314,2666.5954545454547
TG_B_J_20230315,2695.359090909091
TG_B_J_20230316,2678.9454545454546
TG_B_J_20230317,2634.8454545454547
TG_B_J_20230318,2675.072727272727
TG_B_J_20230319,0.0
TG_B_J_20230320,2770.6181818181817
TG_B_J_20230321,2777.75
TG_B_J_20230322,2821.7818181818184
TG_B_J_20230323,2804.1045454545456
TG_B_J_20230324,2750.390909090909
TG_B_J_20230325,2791.259090909091
TG_B_J_20230326,0.0
TG_B_J_20230327,2779.1045454545456
TG_B_J_20230328,2815.072727272727
TG_B_J_20230329,2874.172727272727
TG_B_J_20230330,2849.2909090909093
TG_B_J_20230331,2776.1863636363637
TG_B_S_20230304,2985.340909090909
TG_B_S_20230305,0.0
TG_B_S_20230306,2977.45
TG_B_S_20230307,2930.822727272727
TG_B_S_20230308,2991.1863636363637
TG_B_S_20230309,2969.5272727272727
TG_B_S_20230310,2914.5272727272727
TG_B_S_20230311,2979.668181818182
TG_B_S_20230312,0.0
TG_B_S_20230313,2953.1136363636365
TG_B_S_20230314,2906.4863636363634
TG_B_S_20230315,2997.586363636364
TG_B_S_20230316,2945.7454545454543
TG_B_S_20230317,2897.6272727272726
TG_B_S_20230318,2971.9590909090907
TG_B_S_20230319,0.0
TG_B_S_20230320,3094.2727272727275
TG_B_S_20230321,3056.572727272727
TG_B_S_20230322,3123.0636363636363
TG_B_S_20230323,3116.2227272727273
TG_B_S_20230324,3058.490909090909
TG_B_S_20230325,3133.4636363636364
TG_B_S_20230326,0.0
TG_B_S_20230327,3181.1954545454546
TG_B_S_20230328,3118.159090909091
TG_B_S_20230329,3199.7181818181816
TG_B_S_20230330,3189.1181818181817
TG_B_S_20230331,3111.9954545454543
TG_C_J_20230304,2816.668181818182
TG_C_J_20230305,0.0
TG_C_J_20230306,2815.1272727272726
TG_C_J_20230307,2777.7863636363636
TG_C_J_20230308,2831.081818181818
TG_C_J_20230309,2785.0636363636363
TG_C_J_20230310,2779.5545454545454
TG_C_J_20230311,2797.8545454545456
TG_C_J_20230312,0.0
TG_C_J_20230313,2790.7909090909093
TG_C_J_20230314,2753.45
TG_C_J_20230315,2825.409090909091
TG_C_J_20230316,2767.668181818182
TG_C_J_20230317,2769.0409090909093
TG_C_J_20230318,2801.086363636364
TG_C_J_20230319,0.0
TG_C_J_20230320,2962.7363636363634
TG_C_J_20230321,2934.322727272727
TG_C_J_20230322,3021.55
TG_C_J_20230323,2962.5454545454545
TG_C_J_20230324,2954.3045454545454
TG_C_J_20230325,2986.990909090909
TG_C_J_20230326,0.0
TG_C_J_20230327,2955.5409090909093
TG_C_J_20230328,2955.9636363636364
TG_C_J_20230329,3065.990909090909
TG_C_J_20230330,2992.05
TG_C_J_20230331,2964.418181818182
TG_C_S_20230304,3047.3818181818183
TG_C_S_20230305,0.0
TG_C_S_20230306,3036.309090909091
TG_C_S_20230307,2965.4363636363637
TG_C_S_20230308,3053.2272727272725
TG_C_S_20230309,3031.568181818182
TG_C_S_20230310,2986.086363636364
TG_C_S_20230311,3041.7090909090907
TG_C_S_20230312,0.0
TG_C_S_20230313,3011.9727272727273
TG_C_S_20230314,2941.1
TG_C_S_20230315,3059.6272727272726
TG_C_S_20230316,3006.068181818182
TG_C_S_20230317,2967.4681818181816
TG_C_S_20230318,3032.2818181818184
TG_C_S_20230319,0.0
TG_C_S_20230320,3178.572727272727
TG_C_S_20230321,3116.6272727272726
TG_C_S_20230322,3210.5454545454545
TG_C_S_20230323,3203.7045454545455
TG_C_S_20230324,3155.490909090909
TG_C_S_20230325,3220.9454545454546
TG_C_S_20230326,0.0
TG_C_S_20230327,3249.8136363636363
TG_C_S_20230328,3162.5318181818184
TG_C_S_20230329,3279.25
TG_C_S_20230330,3260.918181818182
TG_C_S_20230331,3193.3136363636363
TG_D_J_20230304,2666.4636363636364
TG_D_J_20230305,0.0
TG_D_J_20230306,2668.5363636363636
TG_D_J_20230307,2670.9954545454543
TG_D_J_20230308,2676.840909090909
TG_D_J_20230309,2672.15
TG_D_J_20230310,2621.168181818182
TG_D_J_20230311,2647.65
TG_D_J_20230312,0.0
TG_D_J_20230313,2644.2
TG_D_J_20230314,2646.659090909091
TG_D_J_20230315,2671.168181818182
TG_D_J_20230316,2654.7545454545457
TG_D_J_20230317,2610.6545454545453
TG_D_J_20230318,2650.8818181818183
TG_D_J_20230319,0.0
TG_D_J_20230320,2781.390909090909
TG_D_J_20230321,2792.7772727272727
TG_D_J_20230322,2832.5545454545454
TG_D_J_20230323,2812.2636363636366
TG_D_J_20230324,2761.163636363636
TG_D_J_20230325,2802.0318181818184
TG_D_J_20230326,0.0
TG_D_J_20230327,2777.1272727272726
TG_D_J_20230328,2817.35
TG_D_J_20230329,2872.1954545454546
TG_D_J_20230330,2844.7
TG_D_J_20230331,2774.2090909090907
TG_D_S_20230304,2987.0545454545454
TG_D_S_20230305,0.0
TG_D_S_20230306,2979.163636363636
TG_D_S_20230307,2936.7909090909093
TG_D_S_20230308,2992.9
TG_D_S_20230309,2971.240909090909
TG_D_S_20230310,2916.240909090909
TG_D_S_20230311,2981.3818181818183
TG_D_S_20230312,0.0
TG_D_S_20230313,2954.827272727273
TG_D_S_20230314,2912.4545454545455
TG_D_S_20230315,2999.3
TG_D_S_20230316,2947.4590909090907
TG_D_S_20230317,2899.340909090909
TG_D_S_20230318,2973.672727272727
TG_D_S_20230319,0.0
TG_D_S_20230320,3095.9863636363634
TG_D_S_20230321,3062.5409090909093
TG_D_S_20230322,3124.7772727272727
TG_D_S_20230323,3115.322727272727
TG_D_S_20230324,3060.2045454545455
TG_D_S_20230325,3135.177272727273
TG_D_S_20230326,0.0
TG_D_S_20230327,3170.159090909091
TG_D_S_20230328,3111.3772727272726
TG_D_S_20230329,3188.681818181818
TG_D_S_20230330,3175.4681818181816
TG_D_S_20230331,3100.9590909090907
TG_E_J_20230304,2587.75
TG_E_J_20230305,0.0
TG_E_J_20230306,2597.331818181818
TG_E_J_20230307,2597.7454545454543
TG_E_J_20230308,2602.6045454545456
TG_E_J_20230309,2595.7454545454543
TG_E_J_20230310,2559.518181818182
TG_E_J_20230311,2578.7636363636366
TG_E_J_20230312,0.0
TG_E_J_20230313,2582.822727272727
TG_E_J_20230314,2583.2363636363634
TG_E_J_20230315,2606.759090909091
TG_E_J_20230316,2588.177272727273
TG_E_J_20230317,2558.831818181818
TG_E_J_20230318,2581.9954545454543
TG_E_J_20230319,0.0
TG_E_J_20230320,2746.4863636363634
TG_E_J_20230321,2755.827272727273
TG_E_J_20230322,2794.6181818181817
TG_E_J_20230323,2774.7727272727275
TG_E_J_20230324,2735.8136363636363
TG_E_J_20230325,2759.6181818181817
TG_E_J_20230326,0.0
TG_E_J_20230327,2742.2227272727273
TG_E_J_20230328,2780.4
TG_E_J_20230329,2834.259090909091
TG_E_J_20230330,2807.2090909090907
TG_E_J_20230331,2748.859090909091
TG_E_S_20230304,2896.7363636363634
TG_E_S_20230305,0.0
TG_E_S_20230306,2870.7954545454545
TG_E_S_20230307,2826.3772727272726
TG_E_S_20230308,2903.0227272727275
TG_E_S_20230309,2879.1954545454546
TG_E_S_20230310,2844.322727272727
TG_E_S_20230311,2900.890909090909
TG_E_S_20230312,0.0
TG_E_S_20230313,2856.2863636363636
TG_E_S_20230314,2811.8681818181817
TG_E_S_20230315,2919.25
TG_E_S_20230316,2865.240909090909
TG_E_S_20230317,2837.25
TG_E_S_20230318,2893.181818181818
TG_E_S_20230319,0.0
